,DATE,HourlySeaLevelPressure,DailyAverageStationPressure
180,2006-01-07 12:53:00,29.99,
181,2006-01-07 13:53:00,29.97,
182,2006-01-07 14:53:00,29.96,
183,2006-01-07 15:53:00,29.95,
184,2006-01-07 16:53:00,29.95,
185,2006-01-07 17:53:00,29.96,
186,2006-01-07 18:53:00,29.94,
187,2006-01-07 19:53:00,29.93,
188,2006-01-07 20:53:00,29.9,
189,2006-01-07 21:53:00,29.89,
190,2006-01-07 22:53:00,29.87,
191,2006-01-07 23:53:00,29.86,
192,2006-01-07 23:59:00,,29.8
193,2006-01-08 00:53:00,29.84,
194,2006-01-08 01:53:00,29.83,
195,2006-01-08 02:53:00,29.82,
196,2006-01-08 03:53:00,29.83,
197,2006-01-08 04:53:00,29.83,
198,2006-01-08 05:53:00,29.83,
199,2006-01-08 06:53:00,29.82,
200,2006-01-08 07:53:00,29.83,
201,2006-01-08 08:53:00,29.84,
202,2006-01-08 09:53:00,29.84,
203,2006-01-08 10:53:00,29.82,
204,2006-01-08 11:53:00,29.79,
205,2006-01-08 12:53:00,29.77,
206,2006-01-08 13:53:00,29.76,
207,2006-01-08 14:53:00,29.78,
208,2006-01-08 15:53:00,29.8,
209,2006-01-08 16:53:00,29.83,
210,2006-01-08 17:53:00,29.86,
211,2006-01-08 18:53:00,29.9,
212,2006-01-08 19:53:00,29.91,
213,2006-01-08 20:53:00,29.93,
214,2006-01-08 21:53:00,29.95,
215,2006-01-08 22:53:00,29.96,
216,2006-01-08 23:53:00,29.98,
217,2006-01-08 23:59:00,,29.62
218,2006-01-09 00:53:00,30.0,
219,2006-01-09 01:53:00,30.02,
220,2006-01-09 02:53:00,30.03,
221,2006-01-09 03:53:00,30.04,
222,2006-01-09 04:53:00,30.05,
223,2006-01-09 05:53:00,30.07,
224,2006-01-09 06:53:00,30.09,
225,2006-01-09 07:33:00,,
226,2006-01-09 07:53:00,30.12,
227,2006-01-09 08:51:00,,
228,2006-01-09 08:53:00,30.16,
229,2006-01-09 09:24:00,,
230,2006-01-09 09:53:00,30.18,
231,2006-01-09 10:53:00,30.18,
232,2006-01-09 11:53:00,30.17,
233,2006-01-09 12:53:00,30.15,
234,2006-01-09 13:53:00,30.15,
235,2006-01-09 14:53:00,30.16,
236,2006-01-09 15:09:00,,
237,2006-01-09 15:53:00,30.17,
238,2006-01-09 16:53:00,30.18,
239,2006-01-09 17:53:00,30.18,
240,2006-01-09 18:53:00,30.19,
241,2006-01-09 19:53:00,30.19,
242,2006-01-09 20:51:00,,
243,2006-01-09 20:53:00,30.19,
244,2006-01-09 21:53:00,30.18,
245,2006-01-09 22:53:00,30.16,
246,2006-01-09 23:53:00,30.16,
247,2006-01-09 23:59:00,,29.91
248,2006-01-10 00:53:00,30.12,
249,2006-01-10 01:53:00,30.14,
250,2006-01-10 02:45:00,,
251,2006-01-10 02:53:00,30.14,
252,2006-01-10 03:01:00,,
253,2006-01-10 03:08:00,,
254,2006-01-10 03:23:00,,
255,2006-01-10 03:27:00,,
256,2006-01-10 03:53:00,30.09,
257,2006-01-10 04:00:00,,
258,2006-01-10 04:20:00,,
259,2006-01-10 04:36:00,,
260,2006-01-10 04:51:00,,
261,2006-01-10 04:53:00,30.07,
262,2006-01-10 05:06:00,,
263,2006-01-10 05:21:00,,
264,2006-01-10 05:48:00,,
265,2006-01-10 05:53:00,30.1,
266,2006-01-10 06:01:00,,
267,2006-01-10 06:30:00,,
268,2006-01-10 06:45:00,,
269,2006-01-10 06:51:00,,
270,2006-01-10 06:53:00,30.12,
271,2006-01-10 07:06:00,,
272,2006-01-10 07:21:00,,
273,2006-01-10 07:30:00,,
274,2006-01-10 07:53:00,30.12,
275,2006-01-10 08:07:00,,
276,2006-01-10 08:18:00,,
277,2006-01-10 08:53:00,30.16,
278,2006-01-10 08:56:00,,
279,2006-01-10 09:01:00,,
280,2006-01-10 09:16:00,,
281,2006-01-10 09:19:00,,
282,2006-01-10 09:53:00,30.16,
283,2006-01-10 10:53:00,30.16,
284,2006-01-10 11:53:00,30.13,
285,2006-01-10 12:53:00,30.12,
286,2006-01-10 13:53:00,30.11,
287,2006-01-10 14:53:00,30.11,
288,2006-01-10 15:53:00,30.14,
289,2006-01-10 16:53:00,30.14,
290,2006-01-10 17:53:00,30.15,
291,2006-01-10 18:40:00,,
292,2006-01-10 18:53:00,30.17,
293,2006-01-10 19:03:00,,
294,2006-01-10 19:38:00,,
295,2006-01-10 19:53:00,30.18,
296,2006-01-10 20:53:00,30.18,
297,2006-01-10 21:53:00,30.19,
298,2006-01-10 22:53:00,30.18,
299,2006-01-10 23:53:00,30.17,
300,2006-01-10 23:59:00,,29.91
301,2006-01-11 00:53:00,30.17,
302,2006-01-11 01:53:00,30.16,
303,2006-01-11 02:53:00,30.16,
304,2006-01-11 03:53:00,30.15,
305,2006-01-11 04:53:00,30.15,
306,2006-01-11 05:53:00,30.15,
307,2006-01-11 06:53:00,30.17,
308,2006-01-11 07:53:00,30.17,
309,2006-01-11 08:53:00,30.18,
310,2006-01-11 09:53:00,30.18,
311,2006-01-11 10:53:00,30.16,
312,2006-01-11 11:53:00,30.12,
313,2006-01-11 12:53:00,30.08,
314,2006-01-11 13:53:00,30.05,
315,2006-01-11 14:53:00,30.04,
316,2006-01-11 15:53:00,30.04,
317,2006-01-11 16:53:00,30.03,
318,2006-01-11 17:53:00,30.03,
319,2006-01-11 18:53:00,30.03,
320,2006-01-11 19:53:00,30.02,
321,2006-01-11 20:53:00,30.02,
322,2006-01-11 21:53:00,30.02,
323,2006-01-11 22:53:00,30.02,
324,2006-01-11 23:53:00,30.01,
325,2006-01-11 23:59:00,,29.85
326,2006-01-12 00:53:00,29.99,
327,2006-01-12 01:53:00,29.98,
328,2006-01-12 02:53:00,29.96,
329,2006-01-12 03:53:00,29.95,
330,2006-01-12 04:53:00,29.93,
331,2006-01-12 05:53:00,29.94,
332,2006-01-12 06:23:00,,
333,2006-01-12 06:32:00,,
334,2006-01-12 06:53:00,29.94,
335,2006-01-12 07:13:00,,
336,2006-01-12 07:51:00,,
337,2006-01-12 07:53:00,29.96,
338,2006-01-12 08:26:00,,
339,2006-01-12 08:53:00,29.96,
340,2006-01-12 09:53:00,29.96,
341,2006-01-12 10:40:00,,
342,2006-01-12 10:53:00,29.94,
343,2006-01-12 11:01:00,,
344,2006-01-12 11:53:00,29.9,
345,2006-01-12 12:53:00,29.86,
346,2006-01-12 13:12:00,,
347,2006-01-12 13:46:00,,
348,2006-01-12 13:53:00,29.82,
349,2006-01-12 14:12:00,,
350,2006-01-12 14:41:00,,
351,2006-01-12 14:51:00,,
352,2006-01-12 14:53:00,29.81,
353,2006-01-12 15:53:00,29.81,
354,2006-01-12 16:53:00,29.8,
355,2006-01-12 17:53:00,29.78,
356,2006-01-12 18:53:00,29.76,
357,2006-01-12 19:53:00,29.76,
358,2006-01-12 20:53:00,29.76,
359,2006-01-12 21:04:00,,
360,2006-01-12 21:18:00,,
361,2006-01-12 21:28:00,,
362,2006-01-12 21:53:00,29.73,
363,2006-01-12 22:17:00,,
364,2006-01-12 22:41:00,,
365,2006-01-12 22:53:00,29.7,
366,2006-01-12 23:53:00,29.71,
367,2006-01-12 23:59:00,,29.6
368,2006-01-13 00:53:00,29.69,
369,2006-01-13 01:04:00,,
370,2006-01-13 01:22:00,,
371,2006-01-13 01:41:00,,
372,2006-01-13 01:53:00,29.72,
373,2006-01-13 02:32:00,,
374,2006-01-13 02:53:00,29.73,
375,2006-01-13 03:53:00,29.74,
376,2006-01-13 04:53:00,29.77,
377,2006-01-13 05:53:00,29.8,
378,2006-01-13 06:53:00,29.83,
379,2006-01-13 07:53:00,29.87,
380,2006-01-13 08:53:00,29.91,
381,2006-01-13 09:53:00,29.95,
382,2006-01-13 10:53:00,29.96,
383,2006-01-13 11:53:00,29.96,
384,2006-01-13 12:53:00,29.96,
385,2006-01-13 13:53:00,29.97,
386,2006-01-13 14:53:00,29.99,
387,2006-01-13 15:53:00,30.03,
388,2006-01-13 16:53:00,30.06,
389,2006-01-13 17:53:00,30.09,
390,2006-01-13 18:53:00,30.11,
391,2006-01-13 19:53:00,30.12,
392,2006-01-13 20:53:00,30.14,
393,2006-01-13 21:53:00,30.14,
394,2006-01-13 22:53:00,30.15,
395,2006-01-13 23:53:00,30.16,
396,2006-01-13 23:59:00,,29.77
397,2006-01-14 00:53:00,30.18,
398,2006-01-14 01:53:00,30.21,
399,2006-01-14 02:53:00,30.22,
400,2006-01-14 03:53:00,30.23,
401,2006-01-14 04:53:00,30.24,
402,2006-01-14 05:53:00,30.26,
403,2006-01-14 06:53:00,30.28,
404,2006-01-14 07:53:00,30.29,
405,2006-01-14 08:53:00,30.3,
406,2006-01-14 09:53:00,30.31,
407,2006-01-14 10:53:00,30.31,
408,2006-01-14 11:07:00,,
409,2006-01-14 11:16:00,,
410,2006-01-14 11:53:00,30.29,
411,2006-01-14 12:53:00,30.28,
412,2006-01-14 13:53:00,30.27,
413,2006-01-14 14:53:00,30.24,
414,2006-01-14 15:53:00,30.23,
415,2006-01-14 16:53:00,30.23,
416,2006-01-14 17:53:00,30.22,
417,2006-01-14 18:53:00,30.21,
418,2006-01-14 19:53:00,30.22,
419,2006-01-14 20:53:00,30.2,
420,2006-01-14 21:53:00,30.18,
421,2006-01-14 22:53:00,30.17,
422,2006-01-14 23:53:00,30.17,
423,2006-01-14 23:59:00,,30.0
424,2006-01-15 00:53:00,30.16,
425,2006-01-15 01:53:00,30.16,
426,2006-01-15 02:53:00,30.15,
427,2006-01-15 03:53:00,30.12,
428,2006-01-15 04:53:00,30.11,
429,2006-01-15 05:53:00,30.09,
430,2006-01-15 06:53:00,30.09,
431,2006-01-15 07:53:00,30.09,
432,2006-01-15 08:53:00,30.08,
433,2006-01-15 09:53:00,30.05,
434,2006-01-15 10:53:00,30.03,
435,2006-01-15 11:53:00,29.96,
436,2006-01-15 12:53:00,29.91,
437,2006-01-15 13:53:00,29.88,
438,2006-01-15 14:53:00,29.86,
439,2006-01-15 15:53:00,29.85,
440,2006-01-15 16:53:00,29.83,
441,2006-01-15 17:53:00,29.84,
442,2006-01-15 18:53:00,29.82,
443,2006-01-15 19:53:00,29.82,
444,2006-01-15 20:53:00,29.81,
445,2006-01-15 21:53:00,29.78,
446,2006-01-15 22:53:00,29.77,
447,2006-01-15 23:53:00,29.78,
448,2006-01-15 23:59:00,,29.68
449,2006-01-16 00:53:00,29.77,
450,2006-01-16 01:53:00,29.77,
451,2006-01-16 02:53:00,29.76,
452,2006-01-16 03:53:00,29.74,
453,2006-01-16 04:53:00,29.74,
454,2006-01-16 05:11:00,,
455,2006-01-16 05:24:00,,
456,2006-01-16 05:53:00,29.73,
457,2006-01-16 06:00:00,,
458,2006-01-16 06:51:00,,
459,2006-01-16 06:53:00,29.74,
460,2006-01-16 07:05:00,,
461,2006-01-16 07:16:00,,
462,2006-01-16 07:32:00,,
463,2006-01-16 07:53:00,29.73,
464,2006-01-16 08:53:00,29.74,
465,2006-01-16 09:53:00,29.75,
466,2006-01-16 10:53:00,29.73,
467,2006-01-16 11:53:00,29.7,
468,2006-01-16 12:53:00,29.67,
469,2006-01-16 13:53:00,29.65,
470,2006-01-16 14:53:00,29.65,
471,2006-01-16 15:51:00,,
472,2006-01-16 15:53:00,29.64,
473,2006-01-16 16:44:00,,
474,2006-01-16 16:53:00,29.64,
475,2006-01-16 17:00:00,,
476,2006-01-16 17:53:00,29.62,
477,2006-01-16 18:17:00,,
478,2006-01-16 18:41:00,,
479,2006-01-16 18:49:00,,
480,2006-01-16 18:53:00,29.62,
481,2006-01-16 19:15:00,,
482,2006-01-16 19:17:00,,
483,2006-01-16 19:31:00,,
484,2006-01-16 19:37:00,,
485,2006-01-16 19:53:00,29.63,
486,2006-01-16 20:53:00,29.62,
487,2006-01-16 21:53:00,29.62,
488,2006-01-16 22:53:00,29.64,
489,2006-01-16 23:53:00,29.62,
490,2006-01-16 23:59:00,,29.44
491,2006-01-17 00:20:00,,
492,2006-01-17 00:44:00,,
493,2006-01-17 00:53:00,29.62,
494,2006-01-17 01:53:00,29.66,
495,2006-01-17 02:17:00,,
496,2006-01-17 02:25:00,,
497,2006-01-17 02:39:00,,
498,2006-01-17 02:53:00,29.66,
499,2006-01-17 03:53:00,29.65,
500,2006-01-17 04:39:00,,
501,2006-01-17 04:53:00,29.65,
502,2006-01-17 05:53:00,29.73,
503,2006-01-17 06:32:00,,
504,2006-01-17 06:51:00,,
505,2006-01-17 06:53:00,29.69,
506,2006-01-17 07:53:00,29.75,
507,2006-01-17 08:53:00,29.77,
508,2006-01-17 09:53:00,29.78,
509,2006-01-17 10:40:00,,
510,2006-01-17 10:53:00,29.81,
511,2006-01-17 11:10:00,,
512,2006-01-17 11:51:00,,
513,2006-01-17 11:53:00,29.79,
514,2006-01-17 12:13:00,,
515,2006-01-17 12:51:00,,
516,2006-01-17 12:53:00,29.8,
517,2006-01-17 13:04:00,,
518,2006-01-17 13:53:00,29.82,
519,2006-01-17 14:53:00,29.83,
520,2006-01-17 15:53:00,29.85,
521,2006-01-17 16:53:00,29.88,
522,2006-01-17 17:53:00,29.92,
523,2006-01-17 18:53:00,29.96,
524,2006-01-17 19:53:00,30.0,
525,2006-01-17 20:53:00,30.01,
526,2006-01-17 21:53:00,30.03,
527,2006-01-17 22:53:00,30.03,
528,2006-01-17 23:53:00,30.03,
529,2006-01-17 23:59:00,,29.64
530,2006-01-18 00:53:00,30.04,
531,2006-01-18 01:53:00,30.05,
532,2006-01-18 02:53:00,30.06,
533,2006-01-18 03:53:00,30.08,
534,2006-01-18 04:53:00,30.09,
535,2006-01-18 05:53:00,30.12,
536,2006-01-18 06:53:00,30.13,
537,2006-01-18 07:53:00,30.16,
538,2006-01-18 08:53:00,30.18,
539,2006-01-18 09:53:00,30.18,
540,2006-01-18 10:53:00,30.18,
541,2006-01-18 11:53:00,30.16,
542,2006-01-18 12:53:00,30.13,
543,2006-01-18 13:53:00,30.11,
544,2006-01-18 14:53:00,30.09,
545,2006-01-18 15:53:00,30.08,
546,2006-01-18 16:53:00,30.07,
547,2006-01-18 17:53:00,30.08,
548,2006-01-18 18:53:00,30.08,
549,2006-01-18 19:53:00,30.09,
550,2006-01-18 20:53:00,30.09,
551,2006-01-18 21:53:00,30.09,
552,2006-01-18 22:53:00,30.08,
553,2006-01-18 23:53:00,30.06,
554,2006-01-18 23:59:00,,29.87
555,2006-01-19 00:53:00,30.06,
556,2006-01-19 01:53:00,30.07,
557,2006-01-19 02:53:00,30.08,
558,2006-01-19 03:53:00,30.09,
559,2006-01-19 04:53:00,30.09,
560,2006-01-19 05:53:00,30.08,
561,2006-01-19 06:53:00,30.09,
562,2006-01-19 07:53:00,30.1,
563,2006-01-19 08:53:00,30.11,
564,2006-01-19 09:53:00,30.11,
565,2006-01-19 10:53:00,30.1,
566,2006-01-19 11:53:00,30.06,
567,2006-01-19 12:53:00,30.03,
568,2006-01-19 13:53:00,30.01,
569,2006-01-19 14:53:00,30.01,
570,2006-01-19 15:53:00,30.02,
571,2006-01-19 16:53:00,30.02,
572,2006-01-19 17:53:00,30.03,
573,2006-01-19 18:53:00,30.04,
574,2006-01-19 19:53:00,30.03,
575,2006-01-19 20:53:00,30.04,
576,2006-01-19 21:53:00,30.05,
577,2006-01-19 22:53:00,30.06,
578,2006-01-19 23:53:00,30.05,
579,2006-01-19 23:59:00,,29.83
580,2006-01-20 00:53:00,30.06,
581,2006-01-20 01:53:00,30.06,
582,2006-01-20 02:53:00,30.06,
583,2006-01-20 03:53:00,30.07,
584,2006-01-20 04:53:00,30.06,
585,2006-01-20 05:53:00,30.06,
586,2006-01-20 06:53:00,30.07,
587,2006-01-20 07:53:00,30.08,
588,2006-01-20 08:53:00,30.1,
589,2006-01-20 09:53:00,30.11,
590,2006-01-20 10:53:00,30.09,
591,2006-01-20 11:53:00,30.03,
592,2006-01-20 12:53:00,30.0,
593,2006-01-20 13:53:00,29.99,
594,2006-01-20 14:53:00,29.97,
595,2006-01-20 15:53:00,29.98,
596,2006-01-20 16:53:00,29.99,
597,2006-01-20 17:53:00,29.99,
598,2006-01-20 18:53:00,30.01,
599,2006-01-20 19:53:00,30.01,
600,2006-01-20 20:53:00,30.02,
601,2006-01-20 21:53:00,30.03,
602,2006-01-20 22:53:00,30.05,
603,2006-01-20 23:20:00,,
604,2006-01-20 23:53:00,30.08,
605,2006-01-20 23:59:00,,29.81
606,2006-01-21 00:12:00,,
607,2006-01-21 00:24:00,,
608,2006-01-21 00:53:00,30.11,
609,2006-01-21 01:51:00,,
610,2006-01-21 01:53:00,30.16,
611,2006-01-21 02:53:00,30.2,
612,2006-01-21 03:53:00,30.22,
613,2006-01-21 04:53:00,30.26,
614,2006-01-21 05:53:00,30.27,
615,2006-01-21 06:53:00,30.3,
616,2006-01-21 07:53:00,30.32,
617,2006-01-21 08:53:00,30.35,
618,2006-01-21 09:53:00,30.38,
619,2006-01-21 10:08:00,,
620,2006-01-21 10:53:00,30.39,
621,2006-01-21 11:06:00,,
622,2006-01-21 11:42:00,,
623,2006-01-21 11:53:00,30.37,
624,2006-01-21 12:53:00,30.35,
625,2006-01-21 13:13:00,,
626,2006-01-21 13:26:00,,
627,2006-01-21 13:51:00,,
628,2006-01-21 13:53:00,30.33,
629,2006-01-21 14:53:00,30.32,
630,2006-01-21 15:53:00,30.33,
631,2006-01-21 16:53:00,30.33,
632,2006-01-21 17:53:00,30.33,
633,2006-01-21 18:53:00,30.34,
634,2006-01-21 19:53:00,30.34,
635,2006-01-21 20:53:00,30.34,
636,2006-01-21 21:53:00,30.35,
637,2006-01-21 22:53:00,30.33,
638,2006-01-21 23:53:00,30.3,
639,2006-01-21 23:59:00,,30.09
640,2006-01-22 00:53:00,30.28,
641,2006-01-22 01:53:00,30.31,
642,2006-01-22 02:53:00,30.28,
643,2006-01-22 03:51:00,,
644,2006-01-22 03:53:00,30.24,
645,2006-01-22 04:04:00,,
646,2006-01-22 04:13:00,,
647,2006-01-22 04:53:00,30.26,
648,2006-01-22 05:36:00,,
649,2006-01-22 05:49:00,,
650,2006-01-22 05:53:00,30.25,
651,2006-01-22 06:51:00,,
652,2006-01-22 06:53:00,30.29,
653,2006-01-22 06:59:00,,
654,2006-01-22 07:19:00,,
655,2006-01-22 07:30:00,,
656,2006-01-22 07:51:00,,
657,2006-01-22 07:53:00,30.25,
658,2006-01-22 08:06:00,,
659,2006-01-22 08:20:00,,
660,2006-01-22 08:28:00,,
661,2006-01-22 08:53:00,30.24,
662,2006-01-22 09:01:00,,
663,2006-01-22 09:16:00,,
664,2006-01-22 09:51:00,,
665,2006-01-22 09:53:00,30.26,
666,2006-01-22 10:02:00,,
667,2006-01-22 10:05:00,,
668,2006-01-22 10:29:00,,
669,2006-01-22 10:36:00,,
670,2006-01-22 10:53:00,30.24,
671,2006-01-22 11:53:00,30.22,
672,2006-01-22 12:01:00,,
673,2006-01-22 12:07:00,,
674,2006-01-22 12:53:00,30.17,
675,2006-01-22 13:01:00,,
676,2006-01-22 13:11:00,,
677,2006-01-22 13:25:00,,
678,2006-01-22 13:29:00,,
679,2006-01-22 13:40:00,,
680,2006-01-22 13:53:00,30.19,
681,2006-01-22 14:00:00,,
682,2006-01-22 14:12:00,,
683,2006-01-22 14:53:00,30.13,
684,2006-01-22 15:53:00,30.13,
685,2006-01-22 16:53:00,30.14,
686,2006-01-22 17:44:00,,
687,2006-01-22 17:53:00,30.15,
688,2006-01-22 18:53:00,30.16,
689,2006-01-22 19:14:00,,
690,2006-01-22 19:53:00,30.13,
691,2006-01-22 20:01:00,,
692,2006-01-22 20:14:00,,
693,2006-01-22 20:44:00,,
694,2006-01-22 20:51:00,,
695,2006-01-22 20:53:00,30.04,
696,2006-01-22 21:24:00,,
697,2006-01-22 21:53:00,30.16,
698,2006-01-22 22:53:00,30.14,
699,2006-01-22 23:53:00,30.13,
700,2006-01-22 23:59:00,,29.95
701,2006-01-23 00:53:00,30.14,
702,2006-01-23 01:53:00,30.15,
703,2006-01-23 02:53:00,30.15,
704,2006-01-23 03:53:00,30.16,
705,2006-01-23 04:53:00,30.17,
706,2006-01-23 05:53:00,30.19,
707,2006-01-23 06:53:00,30.2,
708,2006-01-23 07:53:00,30.21,
709,2006-01-23 08:08:00,,
710,2006-01-23 08:53:00,30.23,
711,2006-01-23 09:53:00,30.25,
712,2006-01-23 10:51:00,,
713,2006-01-23 10:53:00,30.25,
714,2006-01-23 11:53:00,30.23,
715,2006-01-23 12:53:00,30.21,
716,2006-01-23 13:53:00,30.19,
717,2006-01-23 14:51:00,,
718,2006-01-23 14:53:00,30.19,
719,2006-01-23 15:53:00,30.2,
